Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info
Devices,No,,86649,Ongoing,Olympus Corporation of the Americas,3500 Corporate Pkwy,PO Box 610,Center Valley,PA,"	18034-0610",United States,Voluntary: Firm initiated,Letter,"Worldwide distribution - US Nationwide distribution.    Model Name        ------------   Quantity distributed in U.S.    GF-UC140P-AL5  ------------- 1,297 devices  GF-UCT150-AL5  -------------  564 devices  GF-UCT180 --------------------  3,145 devices  GF-UM20 -----------------------     31 devices  GF-UM130 ---------------------     27 devices  GF-UMQ130 -------------------   373 devices  GF-UM160 ---------------------   299 devices  GF-UC160P-OL5 -------------    46 devices  GF-UCT160-OL5 -------------    49 devices  GF-UE160-AL5  -------------- 2,691 devices",Z-0500-2021,Class II,"Olympus Ultrasound Endoscope, Model number: GF-UCT180 - Product Usage: used with an Olympus universal endoscopic ultrasound center or a diagnostic system (ALOKA CO. LTD), video system center, light source, documentation equipment, monitor, EndoTherapy accessories and other ancillary equipment.","3,145 devices",A new inspection step was added to the cleaning and disinfection section of the Instructions For Use (IFU) for this device in order to reduce the risk of causing patient infections.,10/16/20,11/27/20,,12/9/20,All Serial/Lot Numbers,
Devices,No,,86649,Ongoing,Olympus Corporation of the Americas,3500 Corporate Pkwy,PO Box 610,Center Valley,PA,"	18034-0610",United States,Voluntary: Firm initiated,Letter,"Worldwide distribution - US Nationwide distribution.    Model Name        ------------   Quantity distributed in U.S.    GF-UC140P-AL5  ------------- 1,297 devices  GF-UCT150-AL5  -------------  564 devices  GF-UCT180 --------------------  3,145 devices  GF-UM20 -----------------------     31 devices  GF-UM130 ---------------------     27 devices  GF-UMQ130 -------------------   373 devices  GF-UM160 ---------------------   299 devices  GF-UC160P-OL5 -------------    46 devices  GF-UCT160-OL5 -------------    49 devices  GF-UE160-AL5  -------------- 2,691 devices",Z-0501-2021,Class II,"Olympus Ultrasound Endoscope, Model number :GF-UM20 - Product Usage: used with other supporting equipment for endoscopic real-time ultrasound imaging and endoscopic surgery within the gastrointestinal tract.",27 devices,A new inspection step was added to the cleaning and disinfection section of the Instructions For Use (IFU) for this device in order to reduce the risk of causing patient infections.,10/16/20,11/27/20,,12/9/20,All Serial/Lot Numbers,
Devices,No,,86649,Ongoing,Olympus Corporation of the Americas,3500 Corporate Pkwy,PO Box 610,Center Valley,PA,"	18034-0610",United States,Voluntary: Firm initiated,Letter,"Worldwide distribution - US Nationwide distribution.    Model Name        ------------   Quantity distributed in U.S.    GF-UC140P-AL5  ------------- 1,297 devices  GF-UCT150-AL5  -------------  564 devices  GF-UCT180 --------------------  3,145 devices  GF-UM20 -----------------------     31 devices  GF-UM130 ---------------------     27 devices  GF-UMQ130 -------------------   373 devices  GF-UM160 ---------------------   299 devices  GF-UC160P-OL5 -------------    46 devices  GF-UCT160-OL5 -------------    49 devices  GF-UE160-AL5  -------------- 2,691 devices",Z-0502-2021,Class II,"Olympus Ultrasound Endoscope, Model number: GF-UM130 - Product Usage: used with an Olympus Endoscopic Ultrasound Center, EVIS Video System Center, light source, documentation equipment, video monitor, Endo-Therapy accessories and other ancillary equipment for endoscopic ultrasound imaging of the gastrointestinal wall, biliary and pancreatic duct, and surrounding organs.",373 devices,A new inspection step was added to the cleaning and disinfection section of the Instructions For Use (IFU) for this device in order to reduce the risk of causing patient infections.,10/16/20,11/27/20,,12/9/20,All Serial/Lot Numbers,
Devices,No,,86649,Ongoing,Olympus Corporation of the Americas,3500 Corporate Pkwy,PO Box 610,Center Valley,PA,"	18034-0610",United States,Voluntary: Firm initiated,Letter,"Worldwide distribution - US Nationwide distribution.    Model Name        ------------   Quantity distributed in U.S.    GF-UC140P-AL5  ------------- 1,297 devices  GF-UCT150-AL5  -------------  564 devices  GF-UCT180 --------------------  3,145 devices  GF-UM20 -----------------------     31 devices  GF-UM130 ---------------------     27 devices  GF-UMQ130 -------------------   373 devices  GF-UM160 ---------------------   299 devices  GF-UC160P-OL5 -------------    46 devices  GF-UCT160-OL5 -------------    49 devices  GF-UE160-AL5  -------------- 2,691 devices",Z-0503-2021,Class II,"Olympus Ultrasound Endoscope, Model number: GF-UMQ130 - Product Usage: used with an Olympus Endoscopic Ultrasound Center, EVIS Video System Center, light source, documentation equipment, video monitor, Endo-Therapy accessories and other ancillary equipment for endoscopic ultrasound imaging of the gastrointestinal wall, biliary and pancreatic duct, and surrounding organs.",31 devices,A new inspection step was added to the cleaning and disinfection section of the Instructions For Use (IFU) for this device in order to reduce the risk of causing patient infections.,10/16/20,11/27/20,,12/9/20,All Serial/Lot Numbers,
Devices,No,,86649,Ongoing,Olympus Corporation of the Americas,3500 Corporate Pkwy,PO Box 610,Center Valley,PA,"	18034-0610",United States,Voluntary: Firm initiated,Letter,"Worldwide distribution - US Nationwide distribution.    Model Name        ------------   Quantity distributed in U.S.    GF-UC140P-AL5  ------------- 1,297 devices  GF-UCT150-AL5  -------------  564 devices  GF-UCT180 --------------------  3,145 devices  GF-UM20 -----------------------     31 devices  GF-UM130 ---------------------     27 devices  GF-UMQ130 -------------------   373 devices  GF-UM160 ---------------------   299 devices  GF-UC160P-OL5 -------------    46 devices  GF-UCT160-OL5 -------------    49 devices  GF-UE160-AL5  -------------- 2,691 devices",Z-0504-2021,Class II,"Olympus Ultrasound Endoscope, Model number: GF-UM160 - Product Usage: used for diagnostic ultrasound imaging or fluid flow analysis of the human body.",299 devices,A new inspection step was added to the cleaning and disinfection section of the Instructions For Use (IFU) for this device in order to reduce the risk of causing patient infections.,10/16/20,11/27/20,,12/9/20,All Serial/Lot Numbers,
Devices,No,,86649,Ongoing,Olympus Corporation of the Americas,3500 Corporate Pkwy,PO Box 610,Center Valley,PA,"	18034-0610",United States,Voluntary: Firm initiated,Letter,"Worldwide distribution - US Nationwide distribution.    Model Name        ------------   Quantity distributed in U.S.    GF-UC140P-AL5  ------------- 1,297 devices  GF-UCT150-AL5  -------------  564 devices  GF-UCT180 --------------------  3,145 devices  GF-UM20 -----------------------     31 devices  GF-UM130 ---------------------     27 devices  GF-UMQ130 -------------------   373 devices  GF-UM160 ---------------------   299 devices  GF-UC160P-OL5 -------------    46 devices  GF-UCT160-OL5 -------------    49 devices  GF-UE160-AL5  -------------- 2,691 devices",Z-0505-2021,Class II,"Olympus Ultrasound Endoscope, Model number: GF-UC160P-OL5 - Product Usage: used for diagnostic ultrasound imaging or fluid flow analysis of the human body.",46 devices,A new inspection step was added to the cleaning and disinfection section of the Instructions For Use (IFU) for this device in order to reduce the risk of causing patient infections.,10/16/20,11/27/20,,12/9/20,All Serial/Lot Numbers,
Devices,No,,86649,Ongoing,Olympus Corporation of the Americas,3500 Corporate Pkwy,PO Box 610,Center Valley,PA,"	18034-0610",United States,Voluntary: Firm initiated,Letter,"Worldwide distribution - US Nationwide distribution.    Model Name        ------------   Quantity distributed in U.S.    GF-UC140P-AL5  ------------- 1,297 devices  GF-UCT150-AL5  -------------  564 devices  GF-UCT180 --------------------  3,145 devices  GF-UM20 -----------------------     31 devices  GF-UM130 ---------------------     27 devices  GF-UMQ130 -------------------   373 devices  GF-UM160 ---------------------   299 devices  GF-UC160P-OL5 -------------    46 devices  GF-UCT160-OL5 -------------    49 devices  GF-UE160-AL5  -------------- 2,691 devices",Z-0506-2021,Class II,"Olympus Ultrasound Endoscope, Model number: GF-UCT160-OL5 - Product Usage: used for diagnostic ultrasound imaging or fluid flow analysis of the human body.",49,A new inspection step was added to the cleaning and disinfection section of the Instructions For Use (IFU) for this device in order to reduce the risk of causing patient infections.,10/16/20,11/27/20,,12/9/20,All Serial/Lot Numbers,
Devices,No,,86649,Ongoing,Olympus Corporation of the Americas,3500 Corporate Pkwy,PO Box 610,Center Valley,PA,"	18034-0610",United States,Voluntary: Firm initiated,Letter,"Worldwide distribution - US Nationwide distribution.    Model Name        ------------   Quantity distributed in U.S.    GF-UC140P-AL5  ------------- 1,297 devices  GF-UCT150-AL5  -------------  564 devices  GF-UCT180 --------------------  3,145 devices  GF-UM20 -----------------------     31 devices  GF-UM130 ---------------------     27 devices  GF-UMQ130 -------------------   373 devices  GF-UM160 ---------------------   299 devices  GF-UC160P-OL5 -------------    46 devices  GF-UCT160-OL5 -------------    49 devices  GF-UE160-AL5  -------------- 2,691 devices",Z-0507-2021,Class II,"Olympus Ultrasound Endoscope, Model number: GF-UE160-AL5 - Product Usage: used for endoscopic ultrasonic imaging of the gastrointestinal wall, bile and pancreatic ducts and surrounding organs.","2,691",A new inspection step was added to the cleaning and disinfection section of the Instructions For Use (IFU) for this device in order to reduce the risk of causing patient infections.,10/16/20,11/27/20,,12/9/20,All Serial/Lot Numbers,
Devices,No,,86650,Ongoing,"Canon Medical System, USA, INC.",2441 Michelle Dr,,Tustin,CA,"	92780-7047",United States,Voluntary: Firm initiated,FAX,"US Nationwide distribution including in the states of LA, CA, CO, WV, GA, NH, FL, PA, WI, MN, ID.",Z-0532-2021,Class II,"CAS-930A Flat Panel Monitor (FPD) used in conjunction with the Canon Interventional Angiography System, Model numbers: Infinix-8000C and Infinix-8000H - Product Usage: This device is a digital radiography/fluoroscopy system used in a diagnostic and interventional angiography configuration. The system is indicated for use in diagnostic and angiographic procedures for blood vessels in the heart, brain, abdomen and lower extremities.",14 units,There is a potential that the cable of the Flat panel detector may break during a procedure which may cause the x-ray device to stop before the examination is completed. This could result in  a delay with procedure  and/or  potential damage to the patients blood vessels due to removal without visibility.,10/8/20,12/3/20,,12/9/20,"Affected Serial Numbers:    1 AFA1662001,   2 AFB1872005,  3 AFB1832003,   4 AFB1872004,   5 AFB1892006,   6 BFA18Y7001,   7 AEA17X2001,   8 AFA1692002,   9 AEB1812002,   10 BFA1932001,   11 BFB1952003,   12 BFB1942002,   13 BFB1972004,   14 BFB1972005,   15 AFB1892007,   16 BEC2032001,   17 BFC2062007,   18 BFC2062008,   19 BHA1992001,   20 BFC2012006",
Food,No,,86673,Ongoing,Sunnyside Farms,215 N Mill Rd,,Vineland,NJ,"	08360-3433",United States,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Dole Fresh Vegetables 600 Benjamin Dr. Springfield, OH 45502  Dole Fresh Vegetables 220 Southridge Pky Bessemer City, NC 28016",F-0142-2021,Class II,"Dole Brands, Savory Spinach Dijon, 4.9 oz,   ",300 units,"Sunnyside Farms 215 N. Mill Road Vineland, NJ 08360 has initiated a recall of Dole Brands, Savory Spinach Dijon, 4.9oz , 6 per case & 8 per case 150 of each because product is mislabeled with  the top label stating  Candied Walnut Salad. Bottom label is correct, Savory Spinach Salad.",10/26/20,12/1/20,,12/9/20,Lot No. 0653833  Lot No. 0653834  Lot No. 0653838,
Food,No,,86676,Terminated,CELTRADE CANADA,7566 Bath Rd,,Mississauga,,"	",Canada,Voluntary: Firm initiated,Letter,IL,F-0139-2021,Class II,"Pacific Jade Indian Curry Sauce Starter With Fenugreek and Cardamom, wholesale case with 2, 39 oz. plastic tubs, case UPC 50758108742487",153 cases,Product declared on shipping case does not match the inner packaged product. The inner packaged product contains Anchovy and anchovy is not an ingredient of the product identified on the shipping case.,10/27/20,11/30/20,11/30/20,12/9/20,Batch/ lot code 0060220,
Devices,No,,86679,Ongoing,Becton Dickinson & Company,1 Becton Dr,,Franklin Lakes,NJ,"	07417-1815",United States,Voluntary: Firm initiated,Letter,Nationwide,Z-0508-2021,Class II,BD Ultra-Fine Pen Needles 32G x 4mm (5/32' )-intended for parenteral administration of a drug from a cartridge contained in a drug pen injector  Catalog Number: 320122,"2,881,200 units","Product shelf cartons incorrectly labeled as products intended for the Latin American market. Although the product description on the label  32G x 4mm pen needles  is correct, information pertinent to users in the US regarding compatibility with specific pen needles is missing.",10/23/20,11/27/20,,12/9/20,Batch Number: 9352052  Exp. Date: 20241231,
Devices,No,,86680,Ongoing,Janus Trade Group,556 Industrial Way W,,Eatontown,NJ,"	07724-4236",United States,Voluntary: Firm initiated,Telephone,"US distribution to distributors located in CA, FL, IL, KS, NJ, NY, and TN.",Z-0509-2021,Class II,"B. Braun Introcan Safety IV Catheters, Product codes REF 4252500-01  4252519-01  4252535-01  4252560-01  4252586-01  4251890-01  4252535-01  4252586-01  4251644-01  ",1365 cases (200 units/case),"Distribution of unauthorized B.Braun Introcan Safety IV catheters without a 510(k) within the United States by JTG. Secondly, JTG is not an authorized distributor of this product within the United States. Lastly the device has incorrect labeling.",3/23/20,11/30/20,,12/9/20,Lots    T-18L23G8271  T-17A20G8273  T-18M02G8315  NT-16H16G8261  T-18K18G8244  T-17D08G8241  NT-1 6H16G8261    15H25G8315  18G15A272  18G31G8316  18G31G8392  17H20G8391    18M02G8315  18M02G8315  18F29G8362  18D01G8273  17K08G8272  17K08G8273  17G10G8261    19A12G8272  19A12G8272  18H17G8272  18H17G8272  18F26G8303  18H04G8261  15F25G8395  17K27G8304  17C16G8304  17H02G8392  17F15G8302  17M10G8271  17M10G8273  17M15G8261  17C17G8302  17C18G8305    18M20G8271  18L29G8271  18K08G8263  18HI8G8243  18F25G8272  18F25G8272  17M11G8273  17H23G8272  17H23G8271  17H23G8271    18L23G8271  18L23G8271  17A20G8273  17A20G873  17A20G8273    17D08G8241  17D08G8241  17D08G8241    16N24G8303  16H30G8303  16H30G8304  16L0G8275    14N10G8274    16H16G8261,
Devices,No,,86699,Ongoing,Chromsystems Instruments & Chemicals GmbH,Am Haag 12,,Grafelfing,,"	",Germany,Voluntary: Firm initiated,Letter,US Nationwide distribution in the states of NC and NY.,Z-0521-2021,Class II,"6PLUS1 Multilevel Saliva Calibrator Set Cortisol Cortisone in Saliva, Order No. 73039 - Product Usage: The kit is used as a test for patients to monitor their cortisol and cortisone levels.",148 package units,Calibrator lots may not meet stability criteria and could result in increased results of patient samples for cortisone.,10/29/20,12/2/20,,12/9/20,"Order No. 73039, Lot 3219 (expiration 08/01/2021) and Lot 1020 (Expiration 03/01/2022)",
Devices,No,,86699,Ongoing,Chromsystems Instruments & Chemicals GmbH,Am Haag 12,,Grafelfing,,"	",Germany,Voluntary: Firm initiated,Letter,US Nationwide distribution in the states of NC and NY.,Z-0522-2021,Class II,"MassChrom Cortisol, Cortisone Saliva Control Level I, Order No. 0349 - Product Usage: The kit is used as a test for patients to monitor their cortisol and cortisone levels.",880 vials,Control lots may not meet stability criteria and could result in increased results of patient samples for cortisone.,10/29/20,12/2/20,,12/9/20,"Order No. 0349, Lot No. 3219 (Expiration 08/01/2021) and Lot No. 1020 (Expiration 03/01/2022)",
Devices,No,,86699,Ongoing,Chromsystems Instruments & Chemicals GmbH,Am Haag 12,,Grafelfing,,"	",Germany,Voluntary: Firm initiated,Letter,US Nationwide distribution in the states of NC and NY.,Z-0523-2021,Class II,"MassChrom Cortisol, Cortisone Saliva Control Level II, Order No. 0350 - Product Usage: The kit is used as a test for patients to monitor their cortisol and cortisone levels.",850 vials,Control lots may not meet stability criteria and could result in increased results of patient samples for cortisone.,10/29/20,12/2/20,,12/9/20,"Order No. 0350, Lot No. 3219 (Expiration 08/01/2021) and Lot No. 1020 (Expiration 03/01/2022)",
Devices,No,,86721,Ongoing,"Bausch & Lomb Surgical, Inc.",21 N Park Place Blvd,,Clearwater,FL,"	33759-3917",United States,Voluntary: Firm initiated,Letter,"US Nationwide distribution including in the states of FL, CA, MO, MN, TN, TX, MI, WA, UT, NH, and OH.",Z-0519-2021,Class II,MX60ET (enhanced enVista Toric) enVistaË One-Piece Hydrophobic Acrylic Toric Model MX60ET - Product Usage: The lens is intended for placement in the capsular bag.  ,31 devices,Product may be missing toric axis marks.,11/7/20,12/2/20,,12/9/20,Lot number: 3043816    Serial numbers:            3043816001    3043816002    3043816003    3043816004    3043816005    3043816006    3043816007    3043816008    3043816009    3043816010    3043816011    3043816012    3043816013    3043816014    3043816015    3043816016    3043816017    3043816018    3043816019    3043816020    3043816023    3043816024    3043816025    3043816026    3043816027    3043816028    3043816029    3043816030    3043816031,
Biologics,No,,86730,Terminated,Bergen Comm Reg Blood Center,1 Pearl Ct,,Allendale,NJ,"	07401-1658",United States,Voluntary: Firm initiated,,New Jersey,B-0068-2021,Class II,"Platelets, Pathogen Reduced",4 units,"Platelet products, collected from donors who gave history which warranted deferral or follow up and was not deferred or follow up questions were not asked, were distributed.",10/6/20,12/1/20,12/1/20,12/9/20,W065620031485; W065620031512 (double collection); W065620032862,
Biologics,No,,86742,Terminated,"The Blood Connection, Inc.",1099 Bracken Rd,,Piedmont,SC,"	29673-9644",United States,Voluntary: Firm initiated,Telephone,South Carolina,B-0069-2021,Class II,"Red Blood Cells, Leukocytes Reduced",3 units,"Red Cell Blood products, for which Leukoreduction was not performed in accordance with specifications, were distributed.",10/27/20,12/1/20,12/1/20,12/9/20,W121620192791; W121620192790; W121620192789,
Devices,No,,86748,Ongoing,"K2M, Inc",600 Hope Pkwy SE,,Leesburg,VA,"	20175-4428",United States,Voluntary: Firm initiated,E-Mail,US Nationwide distribution.,Z-0520-2021,Class II,Yukon OCT Spinal System Yukon Anti-Torque Alignment Tube - Product Usage: The Anti-Torque Alignment Tube (the  Alignment Tube ) provides counter rotation to reduce the torque applied to the anatomy when the size 15 Torque limiting shaft (the  shaft  is used to tighten the Yukon Set Screw to the specified torque.    ,4 devices,Shafts do not pass through the inner cannula of the Anti-Torque Alignment Tube from Lot KTGG due to a manufacturing nonconformance. This could result in a delay of surgery or result in surgical intervention later on.,11/3/20,12/2/20,,12/9/20,Catalog Number/REF 7601-90001  LOT KTGG  GTIN 10888857343948,
Food,No,12/4/20,86752,Ongoing,"Tucson Tamale Wholesale Company, LLC",2550 N Dragoon St Ste 120,,Tucson,AZ,"	85745-1467",United States,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide.,F-0147-2021,Class II,"Tucson Tamale Blue Corn & Veggie Tamales (2 Pack), 11 OZ (312g), plastic bag, UPC 8 53437 00234, Keep Frozen, 6 packs/box (case)",243 - 2 packs,Plastic pieces (1-2 cm) were discovered inside cans of tomatoes which were used to make two types of tamales.,11/12/20,12/4/20,,12/9/20,Lot code: F20309 Exp 11/05/22,
Food,No,12/4/20,86752,Ongoing,"Tucson Tamale Wholesale Company, LLC",2550 N Dragoon St Ste 120,,Tucson,AZ,"	85745-1467",United States,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide.,F-0148-2021,Class II,"Tucson Tamale Blue Corn, Veggie & Cheese Tamales (2 Pack), 11 OZ (312g), plastic bag, UPC 8 53437 00233, Keep Frozen, 6 packs/box (case)",129 - 2 packs,Plastic pieces (1-2 cm) were discovered inside cans of tomatoes which were used to make two types of tamales.,11/12/20,12/4/20,,12/9/20,Lot code: F20302 Exp 10/29/2022,
Biologics,No,,86754,Terminated,"The Blood Connection, Inc.",1099 Bracken Rd,,Piedmont,SC,"	29673-9644",United States,Voluntary: Firm initiated,,North Carolina,B-0072-2021,Class II,"Red Blood Cells, Leukocytes Reduced",1 unit,"Red Blood Cell product , collected from a donor who traveled to a malaria endemic area, was distributed.  ",7/12/20,12/1/20,12/1/20,12/9/20,W121620199822,
Devices,No,,86757,Ongoing,"Biomeme, Inc.",1015 Chestnut St,,Philadelphia,PA,"	19107-4316",United States,Voluntary: Firm initiated,E-Mail,"Worldwide distribution - US Nationwide distribution including in the states of CA, IN, NY, OH, PA, and the countries of Canada, Singapore, Zimbabwe, and Dominican Republic.",Z-0513-2021,Class II,"The Biomeme SARS-CoV-2 Real-Time RT-PCR Test is a molecular in vitro diagnostic test that is based on widely used nucleic acid amplification technology. The Biomeme SARS-CoV-2 Real-Time RT-PCR Test contains primers and probes and internal controls used in RT-PCR for the in vitro qualitative detection of SARS-CoV-2 RNA in upper respiratory specimens. The Biomeme SARS-CoV-2 Real-Time RT-PCR Test utilizes Biomemes M1 Sample Prep Cartridge for RNA extraction, Biomemes SARS-CoV-2 Go-Strips assay, and Biomemes portable Franklin"" Real-Time qPCR Thermocycler. Franklins companion mobile app, Biomeme Go, scans tests, runs PCR experiments online or offline, and is used to quickly interpret your test results while conveniently syncing data to the Biomeme Cloud. Biomeme: 1000013 (Android Smartphone w/ Biomeme Go Mobile App) and Biomeme: 1000012 (Rugged Android Smartphone w/ Biomeme Go Mobile App) are controller for Biomeme Franklin thermocycler.",105,The firm has become aware of nine reports by a single customer that the software made false positive calls. The investigation determined that the root cause is the higher than expected amber-to-red co-excitation in the assay.,10/23/20,12/1/20,,12/9/20,Revision  2020-03-24,
Food,No,,86761,Ongoing,The Coca-Cola Company,1 Coca Cola Plz Nw Atlanta Office Complex,,Atlanta,GA,"	30313-2420",United States,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was shipped to the following states:  AL, FL, GA, LA, MS, NC, SC, TN & VA.",F-0140-2021,Class II,"Minute Maid STRAWBERRY LEMONADE FLAVORED WITH OTHER NATURAL FLAVORS 59 FL OZ (1.8 QT) 1.75 L PRODUCED FOR THE COCA-COLA COMPANY ATLANTA, GA Unit UPC 0 25000 01970 8 Case UPC 000-25000-04812-8","10,409cs/8/59 fl oz cartons",The firm was notified via a consumer complaint that the product contained a long piece of metal.,11/13/20,11/30/20,,12/9/20,DEC 01 20 LE Batch #0008560530,
Food,No,,86761,Ongoing,The Coca-Cola Company,1 Coca Cola Plz Nw Atlanta Office Complex,,Atlanta,GA,"	30313-2420",United States,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was shipped to the following states:  AL, FL, GA, LA, MS, NC, SC, TN & VA.",F-0141-2021,Class II,"Minute Maid WATERMELON FLAVORED FRUIT DRINK WITH OTHER NATURAL FLAVORS 59 FL OZ (1.8 QT) 1.75 L PRODUCED FOR THE COCA-COLA COMPANY ATLANTA, GA Unit UPC 0 25000 04811 1, Case UPC 000-25000-04812-8","6,254cs/8/59fl ozcartons",The firm was notified via a consumer complaint that the product contained a long piece of metal.,11/13/20,11/30/20,,12/9/20,NOV 24 20 LE Batch # 0009560525,
Biologics,No,,86785,Terminated,"American National Red Cross, Penn Jersey Region",700 Spring Garden St,,Philadelphia,PA,"	19123-3508",United States,Voluntary: Firm initiated,Telephone,North Carolina; Pennsylvania; District of Columbia; New York; Maine; New Jersey; Virginia; California,B-0086-2021,Class II,Red Blood Cells Leukocytes Reduced,163 units,"Blood products, for which the donor's arm preparation may have lacked maximal assurance of sterility, were distributed.",2/7/20,12/2/20,12/2/20,12/9/20,W20221966231000E; W20221966230300C;  W20221970510600S; W20221970512000W; W20221970512400O; W20221971811000U; W20221971811400M; W20221971812000Q; W20221971812500G; W20221971812800A; W20221971813000M; W20221971813100K; W202219720043005; W20221972004600*; W202219720050007; W202219720052003; W202219720053001; W20221972005600W; W20221973054700*;  W202219733121003;  W20221973312300*;  W20221973313100*;  W20221973313200Y;  W20221973313400U;  W20221973313600Q;  W20221973313700O;  W20221973404800A;  W20221973405100K;  W20221973405300G;  W202219734059004;  W20221973406000I;  W20221973406100G;  W202219735698000;  W20221973571200*;  W20221973571900M;  W20221973572000*;  W20221973757600P;  W20221973757800L;  W20221973758000X;  W20221973758100V;  W20221973758700J;  W20221973758800H;  W20221973759100R; W20221973759400L;  W20221973759700F;  W20221973759800D;  W20221973759900B;  W20221973760100I;  W20221973760200G;  W20221973760300E;  W202219737606008;  W202219737607006;  W202219737608004;  W20221973852400X;  W20221973852500V;  W20221973853200X;  W20221973853300V;  W20221973853400T;  W20221973853800L;  W20221973854500N;  W20221973854600L;  W20221973854700J;  W20221973855000T;  W20221973855200P;  W20221973855300N;  W20221973855500J;  W20221973855600H;  W20221973855700F;  W20221973856400H; W20221973855700F;  W20221973856400H;  W20221974101900*; W202219741022009;  W202219741030009;  W202219741031007;  W202219741033003;  W202219741034001;  W20221974103500*;  W20221974103600Y;  W20221974103700W;  W20222076400200O;  W20222076400500I;  W20222076400800C;  W20222076711400Y;  W20222076711700S; W20222076712200Y;  W20222076712500S;  W20222076713300S;  W20222076713800I;  W20222076948400O;  W20222076950000J;  W20222076957400K;  W20222076958200K;  W202220769588008;  W202220769589006;  W20222076959200G;  W202220769597006;  W202220769603005;  W202220769604003;  W20222076962800O;  W20222076963600O;  W20222076963700M;  W20222076963900I;  W20222076964900E;  W20222076966100M;  W20222076966300I;  W20222076966400G; W20222076970300Y;  W20222076970600S;  W20222076971800K;  W20222076971900I;  W20222077253000D;  W202220772532009;  W20222077253800Y; W20222077253900W;  W202220772542005;  W202220772543003;  W202220772544001;  W20222077371300K;  W20222077371400I;  W20222077371800A;  W20222077372000M;  W202220773729004;  W20222077373000I;  W202220773736006;  W202220776081004;  W202220776082002;  W20222077608400Z; W20222077608500X;  W20222077608700T;  W202220776090002;  W20222077609400V;  W20222077609500T;  W20222077630900X;  W202220776313004;  W202220776314002;  W202220776320006;  W20222077632500X;  W202220776330002;  W20222077633200Z;  W20222077633500T; W20222077633600R;  W20222077634100X;  W202220777121004;  W20222077712400Z;  W20222077712500X;  W202220777130002;  W20222077715100T;  W20222077715200R;  W20222077715600J;  W20222077884200X;  W20222077884700N;  W20222077885300R;  W20222077885500N;  W20222077885800H;  W20222077983600D;  W202220779839007;  W20222077984200H;  W20222077984300F;  W20222077984400D; W20222077984500B; W20222078073800I;  W20222078075500G,
